timestamp,game_minute,market_id,market_type,runner_id,runner_name,back_odds,lay_odds
2026-02-20T14:43:12.365285500Z,73,1.254198747,CORRECT_SCORE,13,3 - 3,10.50,80.00
2026-02-20T14:43:12.365285500Z,73,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,11.00,16.00
2026-02-20T14:43:12.365285500Z,73,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,11.50,230.00
2026-02-20T14:43:12.365285500Z,73,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,11.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,1,0 - 0,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,4,0 - 1,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,9,0 - 2,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,16,0 - 3,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,2,1 - 0,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,3,1 - 1,11.00,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,8,1 - 2,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,15,1 - 3,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,5,2 - 0,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,6,2 - 1,2.20,2.58
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,7,2 - 2,5.10,5.90
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,14,2 - 3,17.00,38.00
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,10,3 - 0,10.50,
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,11,3 - 1,4.20,5.40
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,12,3 - 2,10.50,15.00
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,13,3 - 3,10.00,80.00
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,11.00,16.00
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,11.00,230.00
2026-02-20T14:43:42.775103Z,74,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,10.50,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,1,0 - 0,5.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,4,0 - 1,5.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,9,0 - 2,5.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,16,0 - 3,5.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,2,1 - 0,5.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,3,1 - 1,5.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,8,1 - 2,1000.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,15,1 - 3,1000.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,5,2 - 0,5.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,6,2 - 1,2.14,900.00
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,7,2 - 2,4.70,800.00
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,14,2 - 3,17.50,990.00
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,10,3 - 0,5.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,11,3 - 1,4.00,800.00
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,12,3 - 2,8.80,990.00
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,13,3 - 3,20.00,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,,
2026-02-20T14:44:13.278999200Z,74,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,1.01,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,1,0 - 0,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,4,0 - 1,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,9,0 - 2,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,16,0 - 3,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,2,1 - 0,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,3,1 - 1,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,8,1 - 2,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,15,1 - 3,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,5,2 - 0,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,6,2 - 1,2.32,2.48
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,7,2 - 2,5.10,6.40
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,14,2 - 3,25.00,44.00
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,10,3 - 0,9.80,
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,11,3 - 1,4.40,5.50
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,12,3 - 2,10.50,16.00
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,13,3 - 3,46.00,90.00
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,9.40,16.50
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,9.80,250.00
2026-02-20T14:44:43.723234200Z,75,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,44.00,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,1,0 - 0,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,4,0 - 1,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,9,0 - 2,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,16,0 - 3,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,2,1 - 0,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,3,1 - 1,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,8,1 - 2,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,15,1 - 3,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,5,2 - 0,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,6,2 - 1,2.32,2.50
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,7,2 - 2,5.10,5.90
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,14,2 - 3,18.00,40.00
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,10,3 - 0,11.50,
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,11,3 - 1,4.80,5.50
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,12,3 - 2,11.00,15.50
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,13,3 - 3,10.50,85.00
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,12.00,16.50
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,11.50,250.00
2026-02-20T14:45:14.162690600Z,75,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,11.50,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,1,0 - 0,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,4,0 - 1,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,9,0 - 2,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,16,0 - 3,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,2,1 - 0,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,3,1 - 1,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,8,1 - 2,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,15,1 - 3,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,5,2 - 0,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,6,2 - 1,2.30,2.40
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,7,2 - 2,5.20,5.90
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,14,2 - 3,29.00,44.00
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,10,3 - 0,12.00,
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,11,3 - 1,4.80,5.40
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,12,3 - 2,12.00,16.50
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,13,3 - 3,48.00,95.00
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,13.00,16.50
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,12.00,250.00
2026-02-20T14:45:44.592134500Z,76,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,48.00,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,1,0 - 0,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,4,0 - 1,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,9,0 - 2,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,16,0 - 3,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,2,1 - 0,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,3,1 - 1,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,8,1 - 2,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,15,1 - 3,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,5,2 - 0,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,6,2 - 1,2.32,2.50
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,7,2 - 2,5.10,5.90
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,14,2 - 3,18.00,40.00
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,10,3 - 0,11.50,
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,11,3 - 1,4.80,5.50
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,12,3 - 2,11.00,15.50
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,13,3 - 3,10.50,85.00
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,12.00,16.50
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,11.50,250.00
2026-02-20T14:46:14.989163200Z,76,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,1,0 - 0,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,4,0 - 1,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,9,0 - 2,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,16,0 - 3,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,2,1 - 0,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,3,1 - 1,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,8,1 - 2,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,15,1 - 3,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,5,2 - 0,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,6,2 - 1,2.30,2.40
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,7,2 - 2,5.20,5.90
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,14,2 - 3,29.00,44.00
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,10,3 - 0,11.50,
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,11,3 - 1,4.80,5.40
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,12,3 - 2,12.00,16.50
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,13,3 - 3,48.00,90.00
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,13.00,16.50
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,12.00,250.00
2026-02-20T14:46:45.396446200Z,77,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,44.00,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,1,0 - 0,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,4,0 - 1,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,9,0 - 2,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,16,0 - 3,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,2,1 - 0,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,3,1 - 1,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,8,1 - 2,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,15,1 - 3,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,5,2 - 0,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,6,2 - 1,2.16,2.30
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,7,2 - 2,5.30,5.90
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,14,2 - 3,27.00,44.00
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,10,3 - 0,7.60,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,11,3 - 1,4.80,5.80
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,12,3 - 2,12.50,17.00
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,13,3 - 3,55.00,110.00
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,9063254,Any Other Home Win,14.00,
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,9063255,Any Other Away Win,130.00,320.00
2026-02-20T14:47:15.921010500Z,77,1.254198747,CORRECT_SCORE,9063256,Any Other Draw,130.00,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,1,0 - 0,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,4,0 - 1,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,9,0 - 2,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,16,0 - 3,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,2,1 - 0,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,3,1 - 1,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,8,1 - 2,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,15,1 - 3,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,5,2 - 0,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,6,2 - 1,2.22,2.34
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,7,2 - 2,5.30,6.20
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,14,2 - 3,30.00,44.00
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,10,3 - 0,11.50,
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,11,3 - 1,4.60,5.30
2026-02-20T14:47:46.332317500Z,78,1.254198747,CORRECT_SCORE,12,3 - 2,12.00,17.00
