1.253678484,2026-02-07T10:00:00.000Z,Maritimo U23 vs Gil Vicente U23
1.253676635,2026-02-07T11:00:00.000Z,Tiffy Army FC vs Kirivong Sok Sen Chey
1.253683624,2026-02-07T11:30:00.000Z,Genoa (W) vs Lazio (W)
1.253467889,2026-02-07T12:00:00.000Z,Paderborn vs Nurnberg
1.253467998,2026-02-07T12:00:00.000Z,Schalke 04 vs Dynamo Dresden
1.253454400,2026-02-07T12:31:00.000Z,Norwich vs Blackburn
1.253450961,2026-02-07T12:31:00.000Z,Luton vs Bradford
1.253454096,2026-02-07T12:31:00.000Z,Derby vs Ipswich
1.253455177,2026-02-07T12:31:00.000Z,Southampton vs Watford
1.253199408,2026-02-07T13:00:00.000Z,Rayo Vallecano vs Oviedo
1.253526474,2026-02-07T13:00:00.000Z,Radnik Surdulica vs Partizan Belgrade
1.253472104,2026-02-07T13:00:00.000Z,Andorra CF vs Sociedad B
1.253671172,2026-02-07T13:25:00.000Z,Dibba Al Fujairah vs Bani Yas
1.253501280,2026-02-07T13:45:00.000Z,Arka Gdynia vs Legia Warsaw
1.253440877,2026-02-07T14:00:00.000Z,Frosinone vs Venezia
1.253470473,2026-02-07T14:00:00.000Z,Juve Stabia vs Padova
1.253540306,2026-02-07T14:00:00.000Z,Al-Kholood Club vs Al-Shabab (KSA)
1.253470563,2026-02-07T14:00:00.000Z,Catanzaro vs Reggiana
1.253494454,2026-02-07T14:00:00.000Z,Maritimo vs Farense
1.252669326,2026-02-07T14:30:00.000Z,Trencin vs Podbrezova
1.253215577,2026-02-07T14:30:00.000Z,Wolfsburg vs Dortmund
1.252782958,2026-02-07T14:30:00.000Z,FC Kosice vs MFK Skalica
1.253215806,2026-02-07T14:30:00.000Z,Freiburg vs Werder Bremen
1.253216372,2026-02-07T14:30:00.000Z,Mainz vs Augsburg
1.253216493,2026-02-07T14:30:00.000Z,St Pauli vs Stuttgart
1.253605926,2026-02-07T15:00:00.000Z,Hereford FC vs AFC Fylde
1.253441840,2026-02-07T15:00:00.000Z,Rochdale vs Carlisle
1.253613846,2026-02-07T15:00:00.000Z,Weston-super-Mare vs Tonbridge Angels
1.253454066,2026-02-07T15:00:00.000Z,Edinburgh City vs East Kilbride
1.253612796,2026-02-07T15:00:00.000Z,Chelmsford vs AFC Totton
1.253613552,2026-02-07T15:00:00.000Z,Torquay vs Dorking Wanderers
1.253613756,2026-02-07T15:00:00.000Z,Hampton and Richmond vs Hornchurch
1.253442800,2026-02-07T15:00:00.000Z,Morecambe vs Truro City
1.253614146,2026-02-07T15:00:00.000Z,Salisbury City vs Ebbsfleet Utd
1.253441462,2026-02-07T15:00:00.000Z,Altrincham vs Yeovil
1.253442476,2026-02-07T15:00:00.000Z,Gateshead vs Braintree
1.253606759,2026-02-07T15:00:00.000Z,Bedford Town vs Chester
1.253460642,2026-02-07T15:00:00.000Z,Forfar vs Dumbarton
1.253474691,2026-02-07T15:00:00.000Z,Eupen vs Kortrijk
1.253212345,2026-02-07T15:00:00.000Z,Athlitiki Enosi Larissa vs Panaitolikos
1.253442978,2026-02-07T15:00:00.000Z,York City vs Forest Green
1.253605748,2026-02-07T15:00:00.000Z,Worksop Town vs AFC Telford
1.253605479,2026-02-07T15:00:00.000Z,Radcliffe Borough vs Kings Lynn
1.253442085,2026-02-07T15:00:00.000Z,Woking vs Boreham Wood
1.253451180,2026-02-07T15:01:00.000Z,Newport County vs Grimsby
1.253448245,2026-02-07T15:01:00.000Z,Huddersfield vs Blackpool
1.253450289,2026-02-07T15:01:00.000Z,West Brom vs Stoke
1.253451720,2026-02-07T15:01:00.000Z,Rotherham vs Cardiff
1.253450178,2026-02-07T15:01:00.000Z,Cheltenham vs MK Dons
1.253457601,2026-02-07T15:01:00.000Z,Bolton vs Barnsley
1.253452392,2026-02-07T15:01:00.000Z,Gillingham vs Tranmere
1.253450745,2026-02-07T15:01:00.000Z,Birmingham vs Leicester
1.253491599,2026-02-07T15:30:00.000Z,Oliveirense vs Vizela
1.253675767,2026-02-07T16:00:00.000Z,LASK Linz vs WSG Wattens
1.253212435,2026-02-07T16:00:00.000Z,Asteras Tripolis vs NFC Volos
1.253675857,2026-02-07T16:00:00.000Z,Rapid Vienna vs Hartberg
1.253448599,2026-02-07T16:15:00.000Z,Palermo vs Empoli
1.253506090,2026-02-07T16:30:00.000Z,Hapoel Haifa vs FC Ashdod
1.253488179,2026-02-07T16:30:00.000Z,Jagiellonia Bialystock vs LKP Motor Lublin
1.253492060,2026-02-07T17:00:00.000Z,Aarau vs FC Wil
1.253464324,2026-02-07T17:15:00.000Z,Charleroi vs Cercle Brugge
1.253170409,2026-02-07T17:30:00.000Z,Newcastle vs Brentford
1.253551502,2026-02-07T17:30:00.000Z,Maccabi Netanya vs Hapoel Kiryat Shmona
1.253199704,2026-02-07T17:30:00.000Z,Sevilla vs Girona
1.253216977,2026-02-07T17:30:00.000Z,Mgladbach vs Leverkusen
1.253482363,2026-02-07T18:00:00.000Z,Estoril Praia vs Tondela
1.253699459,2026-02-07T18:00:00.000Z,St. Patrick F.C. vs Marsaxlokk FC
1.253458582,2026-02-07T18:30:00.000Z,Miedz Legnica vs Pogon Grodzisk Mazowiecki
1.253449096,2026-02-07T18:30:00.000Z,Znicz Pruszkow vs Wieczysta Krakow
1.253463524,2026-02-07T19:00:00.000Z,St Etienne vs Montpellier
1.253468107,2026-02-07T19:30:00.000Z,SV Darmstadt vs Kaiserslautern
1.253472427,2026-02-07T19:30:00.000Z,Grasshoppers Zurich vs Young Boys
1.253465783,2026-02-07T19:45:00.000Z,Gent vs Oud-Heverlee Leuven
1.253189843,2026-02-07T19:45:00.000Z,Fiorentina vs Torino
1.253199860,2026-02-07T20:00:00.000Z,Real Sociedad vs Elche
1.253201981,2026-02-07T20:05:00.000Z,Nantes vs Lyon
1.253517852,2026-02-07T21:00:00.000Z,OHiggins vs La Serena
1.253514218,2026-02-07T22:00:00.000Z,Santiago Wanderers vs Union San Felipe
1.253211554,2026-02-07T23:00:00.000Z,Toluca vs Cruz Azul
1.253403832,2026-02-07T23:30:00.000Z,Penarol vs Torque
1.253212154,2026-02-08T01:06:00.000Z,Pachuca vs FC Juarez
1.253212062,2026-02-08T03:10:00.000Z,CF America vs Monterrey
1.253493999,2026-02-08T12:30:00.000Z,Hannover vs Holstein Kiel
1.253493647,2026-02-08T12:30:00.000Z,Arminia Bielefeld vs Braunschweig
1.253201030,2026-02-08T13:30:00.000Z,Go Ahead Eagles vs SC Telstar
1.253170578,2026-02-08T14:00:00.000Z,Brighton vs Crystal Palace
1.253201536,2026-02-08T14:00:00.000Z,Nice vs Monaco
1.253216111,2026-02-08T14:30:00.000Z,FC Koln vs RB Leipzig
1.253497595,2026-02-08T15:15:00.000Z,Deportivo vs Albacete
1.253207211,2026-02-08T15:45:00.000Z,FC Groningen vs PSV
1.253201394,2026-02-08T16:15:00.000Z,Le Havre vs Strasbourg
1.253526097,2026-02-08T20:00:00.000Z,Malaga vs Leonesa
